7961 atp6 2 0.000000 0.000000 0.000000
7962 atp6 2 109.523015 0.039163 0.960837
7963 atp6 2 109.523015 0.040553 0.959447
7964 atp6 2 109.523015 0.041943 0.958057
7965 atp6 2 583.298379 0.020833 0.979167
7966 atp6 2 583.298379 0.022267 0.977733
7967 atp6 2 583.298379 0.023701 0.976299
7968 atp6 2 313000.046782 0.000204 0.999796
7969 atp6 2 313000.046782 0.001674 0.998326
7970 atp6 2 313000.046782 0.003144 0.996856
7971 atp6 2 313789.208349 0.004716 0.995284
7972 atp6 2 313789.208349 0.006186 0.993814
7973 atp6 2 313789.208349 0.007656 0.992344
7974 atp6 2 315172.092577 0.009123 0.990877
7975 atp6 2 315172.092577 0.010592 0.989408
7976 atp6 2 315172.092577 0.012062 0.987938
7977 atp6 2 367754.405791 0.013536 0.986464
7978 atp6 2 367754.405791 0.015006 0.984994
7979 atp6 2 367754.405791 0.016476 0.983524
7980 atp6 2 368023.997225 0.017962 0.982038
7981 atp6 2 368023.997225 0.019432 0.980568
7982 atp6 2 368023.997225 0.020901 0.979099
7983 atp6 2 370082.250332 0.022373 0.977627
7984 atp6 2 370082.250332 0.023843 0.976157
7985 atp6 2 370082.250332 0.025313 0.974687
7986 atp6 2 370129.534764 0.026791 0.973209
7987 atp6 2 370129.534764 0.028260 0.971740
7988 atp6 2 370129.534764 0.029730 0.970270
7989 atp6 2 370206.401719 0.031228 0.968772
7990 atp6 2 370206.401719 0.032698 0.967302
7991 atp6 2 370206.401719 0.034167 0.965833
7992 atp6 2 370214.268181 0.035633 0.964367
7993 atp6 2 370214.268181 0.037103 0.962897
7994 atp6 2 370214.268181 0.038572 0.961428
7995 atp6 2 370471.725759 0.040027 0.959973
7996 atp6 2 370471.725759 0.041496 0.958504
7997 atp6 2 370471.725759 0.042966 0.957034
7998 atp6 2 372098.300117 0.045042 0.954958
7999 atp6 2 372098.300117 0.046511 0.953489
8000 atp6 2 372098.300117 0.047979 0.952021
8001 atp6 2 372098.300117 0.049448 0.950552
8002 atp6 2 372098.300117 0.050916 0.949084
8003 atp6 2 372098.300117 0.052385 0.947615
8004 atp6 2 372235.815729 0.053899 0.946101
8005 atp6 2 372235.815729 0.055367 0.944633
8006 atp6 2 372235.815729 0.056836 0.943164
8007 atp6 2 372435.549591 0.058368 0.941632
8008 atp6 2 372435.549591 0.059836 0.940164
8009 atp6 2 372435.549591 0.061304 0.938696
8010 atp6 2 372518.880684 0.062769 0.937231
8011 atp6 2 372518.880684 0.064237 0.935763
8012 atp6 2 372518.880684 0.065706 0.934294
8013 atp6 2 372518.880684 0.067174 0.932826
